task_id,employee_id,project_id,task_name,task_type,complexity,priority,status,story_points,estimated_hours,actual_hours,progress_percent,start_date,end_date,sprint_no,bug_count,dependency_task_id,remarks,task_domain,required_skill_context
T012679,E00353,P00772,Set up secret rotation,Research,Medium,High,To Do,5,35,31,0,2024-01-24,2024-02-07,1,1,NONE,Performance critical,Data/AI,Azure; Linux
T012680,E00214,P00250,Write regression test suite,Documentation,High,High,In Progress,10,50,64,22,2024-07-29,2024-08-02,22,5,NONE,High visibility,Backend,JavaScript; Java
T012681,E00071,P00458,Design checkout journey,Deployment,High,High,In Review,12,132,120,79,2026-02-12,2026-02-26,1,1,NONE,Requires approval,DevOps/Cloud,Git
T012682,E00250,P00379,Investigate suspicious login events,Design,Medium,Medium,Done,4,20,11,100,2023-10-08,2023-10-19,5,2,NONE,Cross-team dependency,DevOps/Cloud,Azure
T012683,E00283,P00699,Build executive KPI dashboard,User Story,Low,Medium,To Do,3,24,21,0,2024-07-18,2024-07-22,7,3,NONE,Security-sensitive,Backend,MongoDB
T012684,E00095,P00327,Audit admin access requests,Testing,Medium,Critical,In Progress,5,25,19,85,2025-11-04,2025-11-10,2,1,NONE,Support handoff required,Quality/Security,SQL
T012685,E00527,P00061,Document partner workflow,Research,Low,Low,In Review,1,8,7,97,2023-06-15,2023-06-20,10,0,NONE,High visibility,Data/AI,Data Analysis
T012686,E00284,P00699,Validate revenue attribution logic,Feature Development,High,Critical,To Do,12,48,45,0,2024-06-11,2024-07-09,4,0,NONE,High visibility,Backend,SQL
T012687,E00243,P00081,Implement authentication flow,Bug Fix,Low,High,To Do,3,18,22,0,2024-12-25,2025-01-06,21,4,NONE,Requires approval,Quality/Security,Flask; Python
T012688,E00156,P00464,Document partner workflow,Bug Fix,Medium,High,Blocked,8,40,34,33,2026-04-10,2026-02-27,1,0,T009523,Performance critical,Quality/Security,SQL
T012689,E00400,P00135,Audit admin access requests,User Story,Medium,Low,To Do,8,56,59,0,2023-11-08,2023-11-14,3,3,NONE,Client-facing deliverable,Backend,Linux; Cybersecurity
T012690,E00133,P00478,Conduct access review,Analysis,Medium,High,In Progress,7,84,83,26,2024-09-15,2024-09-29,8,2,T005205,Requires approval,Data/AI,Azure; Linux
T012691,E00069,P00511,Configure observability alerts,Testing,High,Low,In Review,10,90,69,86,2025-07-11,2025-08-09,3,5,NONE,Internal improvement,Quality/Security,Go
T012692,E00129,P00596,Roll out device encryption policy,Research,Medium,Critical,Blocked,5,50,11,68,2024-08-21,2024-09-03,1,2,NONE,Requires approval,Data/AI,AWS; Git
T012693,E00053,P00747,Prepare project governance pack,Research,Medium,Medium,In Progress,7,42,43,29,2023-11-12,2023-11-26,2,3,NONE,Performance critical,Data/AI,Data Analysis
T012694,E00281,P00098,Track milestone risks,Testing,Medium,Critical,In Progress,3,36,42,54,2024-09-18,2024-09-21,1,0,NONE,Internal improvement,Quality/Security,SQL
T012695,E00252,P00538,Validate feature pipeline,Analysis,Low,Low,To Do,1,10,9,0,2025-07-05,2025-07-15,1,0,NONE,Internal improvement,Data/AI,Machine Learning
T012696,E00491,P00751,Draft product requirements,Feature Development,Low,Medium,Done,2,14,12,100,2024-04-20,2024-04-30,2,5,NONE,Internal improvement,Backend,Data Analysis
T012697,E00224,P00067,Update resource forecast,Deployment,Medium,Critical,In Review,7,28,30,79,2025-09-08,2025-09-14,4,2,NONE,Automation opportunity,DevOps/Cloud,Git
T012698,E00147,P00242,Prepare project governance pack,Analysis,High,Low,In Progress,12,120,117,54,2024-03-11,2024-03-26,17,5,NONE,Performance critical,Data/AI,Git
T012699,E00208,P00174,Optimize search endpoint,User Story,Medium,Critical,In Progress,4,40,54,49,2026-04-26,2026-05-07,2,2,NONE,Cross-team dependency,Backend,Rust
T012700,E00015,P00176,Resolve SSO incident,Testing,High,Medium,In Review,8,56,71,84,2025-03-24,2025-04-15,18,0,T000442,High visibility,Quality/Security,Cybersecurity
T012701,E00156,P00864,Define release scope,Research,Low,Medium,In Progress,2,20,24,75,2024-01-28,2024-02-02,2,1,NONE,High visibility,Data/AI,Data Analysis
T012702,E00242,P00152,Prepare endpoint compliance report,Documentation,Low,High,In Progress,1,12,14,54,2026-01-31,2026-02-15,1,1,NONE,Requires approval,DevOps/Cloud,Cybersecurity
T012703,E00149,P00047,Analyze user feedback trends,Documentation,High,Critical,In Progress,11,99,70,33,2025-08-05,2025-09-01,8,4,NONE,Performance critical,Frontend,Git; UI/UX Design
T012704,E00233,P00869,Refine mobile navigation flow,Deployment,Medium,High,In Progress,3,15,17,53,2025-01-09,2025-01-22,1,1,NONE,High visibility,DevOps/Cloud,UI/UX Design
T012705,E00050,P00706,Build reporting module,Analysis,Medium,High,In Progress,4,36,38,32,2023-11-26,2023-12-05,1,4,NONE,Requires approval,Data/AI,PostgreSQL
T012706,E00083,P00671,Update design system components,Design,Low,Medium,Done,1,12,13,100,2023-08-31,2023-09-14,3,5,NONE,Support handoff required,Frontend,Git
T012707,E00057,P00331,Implement MFA enforcement,Design,Medium,High,To Do,5,40,44,0,2024-10-02,2024-10-17,1,1,T000497,High visibility,DevOps/Cloud,Azure; Linux
T012708,E00075,P00634,Clean transaction dataset,Feature Development,Medium,High,To Do,5,40,43,0,2025-04-08,2025-04-16,10,5,NONE,Performance critical,Backend,PostgreSQL
T012709,E00208,P00791,Automate checkout test cases,Design,Medium,Low,Blocked,3,24,31,58,2026-01-01,2026-01-14,12,0,NONE,Requires approval,Frontend,Git
T012710,E00070,P00079,Document partner workflow,Bug Fix,Medium,High,In Progress,6,42,41,83,2023-12-03,2023-12-12,3,2,NONE,Needs stakeholder sign-off,Quality/Security,SQL
T012711,E00075,P00388,Draft product requirements,Analysis,Medium,Critical,To Do,4,40,48,0,2023-08-24,2023-08-26,9,4,T010041,Performance critical,Data/AI,Data Analysis
T012712,E00370,P00847,Prepare model monitoring dashboard,Deployment,High,Medium,Done,9,36,32,100,2023-06-19,2023-07-06,1,3,NONE,Internal improvement,DevOps/Cloud,Docker
T012713,E00248,P00462,Update resource forecast,Bug Fix,Medium,Medium,In Progress,8,72,84,81,2025-12-11,2025-12-20,2,1,NONE,Performance critical,Quality/Security,SQL
T012714,E00137,P00532,Create weekly operations report,User Story,High,High,In Review,12,132,159,88,2025-08-12,2025-09-02,5,3,T002268,Requires approval,Backend,PostgreSQL
T012715,E00119,P00669,Deploy forecasting workflow,Testing,Low,Medium,In Progress,2,10,10,54,2024-06-27,2024-07-10,5,5,NONE,Needs stakeholder sign-off,Quality/Security,MongoDB
T012716,E00213,P00667,Patch vulnerable dependency,Code Review,Medium,Medium,To Do,3,18,24,0,2024-05-08,2024-05-21,6,1,NONE,Performance critical,Backend,Azure; DevOps
T012717,E00220,P00620,Test API contract changes,Research,Low,Low,In Progress,1,11,8,59,2025-03-08,2025-03-21,16,2,NONE,Requires approval,Data/AI,JavaScript
T012718,E00474,P00171,Refine mobile navigation flow,Deployment,Medium,High,To Do,5,25,22,0,2024-04-02,2024-04-06,2,4,T008421,High visibility,DevOps/Cloud,JavaScript; React; UI/UX Design
T012719,E00309,P00127,Review IAM policy changes,Documentation,High,Critical,In Review,13,130,136,75,2025-05-27,2025-06-06,4,1,NONE,Cross-team dependency,DevOps/Cloud,DevOps; AWS
T012720,E00280,P00653,Build order management API,Documentation,Medium,Medium,In Progress,4,24,28,80,2026-03-05,2026-03-14,3,3,T007827,High visibility,Backend,Rust
T012721,E00075,P00288,Audit admin access requests,Documentation,Medium,Medium,In Progress,8,32,33,36,2024-06-15,2024-06-19,4,3,NONE,Needs stakeholder sign-off,Backend,Git
T012722,E00164,P00644,Refine mobile navigation flow,Design,Medium,Low,In Review,4,28,35,89,2026-01-08,2026-01-10,15,5,NONE,Internal improvement,Frontend,React; JavaScript; Git
T012723,E00095,P00866,Implement MFA enforcement,Code Review,Low,Medium,In Progress,3,15,12,24,2024-12-06,2024-12-15,3,2,NONE,High visibility,Backend,Docker; AWS
T012724,E00247,P00761,Provision staging cluster,Design,Medium,Medium,Blocked,7,28,12,55,2025-11-09,2025-11-17,1,5,T005805,Cross-team dependency,DevOps/Cloud,Azure
T012725,E00338,P00504,Prepare endpoint compliance report,Research,Low,High,Done,2,10,10,100,2023-02-01,2023-02-15,2,0,NONE,Client-facing deliverable,Data/AI,Git; AWS
T012726,E00192,P00641,Migrate user mailboxes,Bug Fix,Medium,Medium,Done,3,12,11,100,2023-11-15,2023-11-17,5,3,NONE,Cross-team dependency,Quality/Security,Azure
T012727,E00333,P00423,Refine mobile navigation flow,Feature Development,Medium,Low,Done,7,70,78,100,2026-02-11,2026-02-24,2,1,T001466,Requires approval,Backend,UI/UX Design; React
T012728,E00180,P00491,Write regression test suite,Code Review,Low,High,Done,2,22,21,100,2024-06-26,2024-07-02,2,3,T006340,High visibility,Backend,Java
T012729,E00265,P00424,Deploy forecasting workflow,Analysis,High,High,To Do,8,64,59,0,2024-01-26,2024-02-06,3,0,NONE,High visibility,Data/AI,Data Analysis
T012730,E00240,P00639,Document partner workflow,Testing,High,High,To Do,13,52,51,0,2024-02-20,2024-03-12,4,2,NONE,Performance critical,Quality/Security,SQL
T012731,E00235,P00725,Update resource forecast,Analysis,Low,High,Done,1,7,7,100,2026-04-13,2026-04-24,1,0,NONE,Performance critical,Data/AI,Data Analysis
T012732,E00129,P00525,Harden Kubernetes ingress,Documentation,Low,Low,To Do,3,30,27,0,2026-02-14,2026-02-16,1,4,NONE,Internal improvement,DevOps/Cloud,DevOps; Docker
T012733,E00480,P00054,Track milestone risks,Deployment,Medium,High,Done,3,12,11,100,2023-04-18,2023-04-28,4,4,T001941,Performance critical,DevOps/Cloud,Linux
T012734,E00287,P00900,Integrate payment gateway,Bug Fix,Low,Medium,In Progress,3,12,10,15,2026-01-29,2026-02-13,4,2,NONE,Needs stakeholder sign-off,Quality/Security,Angular; JavaScript
T012735,E00414,P00896,Implement MFA enforcement,Design,Medium,Medium,In Progress,5,25,29,36,2024-01-02,2024-01-08,2,3,NONE,Cross-team dependency,DevOps/Cloud,Cybersecurity
T012736,E00056,P00552,Model conversion funnel metrics,Analysis,Low,High,In Progress,3,24,25,84,2025-10-19,2025-11-01,1,0,T006457,Internal improvement,Data/AI,Data Analysis
T012737,E00076,P00229,Review IAM policy changes,Deployment,Low,Medium,In Progress,1,9,13,57,2026-03-03,2026-03-08,7,5,NONE,Support handoff required,DevOps/Cloud,Linux
T012738,E00397,P00124,Prepare endpoint compliance report,Documentation,Low,Medium,In Progress,1,4,4,46,2025-10-02,2025-10-15,2,4,T010949,Cross-team dependency,Backend,SQL
T012739,E00363,P00344,Review IAM policy changes,Feature Development,Medium,Critical,To Do,6,72,63,0,2023-10-15,2023-10-28,1,0,NONE,Security-sensitive,Backend,AWS; Git
T012740,E00077,P00174,Integrate payment gateway,Deployment,High,Medium,In Review,9,108,171,88,2026-04-26,2026-05-09,1,2,NONE,Cross-team dependency,DevOps/Cloud,PostgreSQL; Rust
T012741,E00353,P00113,Update design system components,User Story,High,High,In Progress,13,143,156,62,2024-08-19,2024-08-27,22,0,T000351,Support handoff required,Backend,UI/UX Design; JavaScript
T012742,E00142,P00490,Set up secret rotation,Deployment,Low,Low,In Review,2,10,12,91,2025-09-19,2025-10-02,7,2,T009002,Automation opportunity,DevOps/Cloud,Git
T012743,E00221,P00802,Patch vulnerable dependency,Deployment,Medium,Critical,Done,3,21,23,100,2024-08-09,2024-08-14,1,2,T002630,Support handoff required,DevOps/Cloud,Azure; Kubernetes
T012744,E00096,P00727,Create weekly operations report,Bug Fix,High,High,Blocked,8,64,53,59,2024-02-12,2024-03-03,4,1,NONE,Requires approval,Quality/Security,Python
T012745,E00149,P00672,Validate revenue attribution logic,Testing,Medium,Low,Blocked,4,48,39,54,2025-12-04,2025-12-13,1,2,NONE,Requires approval,Quality/Security,Python; PostgreSQL
T012746,E00207,P00571,Roll out device encryption policy,User Story,Medium,Medium,In Review,3,30,22,75,2024-03-04,2024-03-17,3,1,NONE,Support handoff required,Backend,Git
T012747,E00165,P00298,Build reporting module,Research,Medium,Medium,In Review,3,12,12,90,2025-04-01,2025-04-15,4,0,NONE,Internal improvement,Data/AI,Java
T012748,E00230,P00375,Write regression test suite,Bug Fix,Low,Low,Done,2,18,12,100,2025-02-04,2025-02-10,1,4,T009552,Security-sensitive,Quality/Security,Java
T012749,E00207,P00552,Model conversion funnel metrics,User Story,Medium,High,Blocked,4,36,23,64,2026-02-25,2026-03-07,7,2,NONE,Performance critical,Backend,SQL
T012750,E00127,P00657,Draft product requirements,Documentation,Medium,Critical,To Do,6,54,45,0,2026-03-16,2026-03-28,4,1,NONE,Needs stakeholder sign-off,Backend,Git; Data Analysis
T012751,E00481,P00055,Validate release candidate,Analysis,High,High,In Progress,10,70,75,53,2026-03-12,2026-03-22,4,1,NONE,Security-sensitive,Data/AI,JavaScript
T012752,E00045,P00623,Create responsive dashboard mockups,Feature Development,Medium,Medium,To Do,8,32,34,0,2024-01-30,2024-02-11,1,4,NONE,Support handoff required,Backend,React; UI/UX Design
T012753,E00384,P00418,Test API contract changes,Research,Medium,High,In Progress,5,55,60,34,2023-04-22,2023-04-28,7,4,T003253,High visibility,Data/AI,Git
T012754,E00096,P00873,Train churn prediction model,Code Review,Low,High,In Progress,3,18,19,70,2025-12-11,2025-12-26,5,2,NONE,Security-sensitive,Backend,PostgreSQL
T012755,E00208,P00224,Execute performance test plan,Testing,Medium,Low,Done,4,44,38,100,2024-04-22,2024-04-30,8,4,T000394,Requires approval,Quality/Security,Testing
T012756,E00264,P00478,Review IAM policy changes,Research,High,High,Blocked,13,156,100,39,2024-10-15,2024-10-31,1,5,NONE,High visibility,Data/AI,AWS; Azure
T012757,E00429,P00239,Configure observability alerts,Bug Fix,Low,Medium,In Progress,3,33,39,30,2025-02-04,2025-02-10,22,0,NONE,Client-facing deliverable,Quality/Security,Go
T012758,E00248,P00561,Coordinate cutover plan,Research,Low,High,To Do,1,4,5,0,2023-10-31,2023-11-15,9,0,T011795,Security-sensitive,Data/AI,Data Analysis
T012759,E00452,P00685,Create responsive dashboard mockups,Research,High,High,Done,11,88,65,100,2026-02-24,2026-03-23,3,5,NONE,Cross-team dependency,Data/AI,UI/UX Design
T012760,E00343,P00680,Implement authentication flow,Testing,Medium,High,Done,8,56,37,100,2024-11-14,2024-11-18,17,4,NONE,Cross-team dependency,Quality/Security,Flask
T012761,E00278,P00824,Refactor billing service,Research,Medium,Medium,Done,7,35,29,100,2023-06-19,2023-06-24,5,1,NONE,Internal improvement,Data/AI,Git
T012762,E00293,P00665,Prepare model monitoring dashboard,Design,Low,Medium,Done,2,22,27,100,2025-08-13,2025-08-23,5,5,NONE,Automation opportunity,DevOps/Cloud,Python; Git; Docker
T012763,E00195,P00631,Resolve SSO incident,Feature Development,High,Critical,In Progress,8,64,81,40,2024-03-17,2024-03-20,5,1,T006417,Support handoff required,Backend,Git
T012764,E00309,P00126,Harden Kubernetes ingress,Documentation,Medium,Medium,In Progress,3,18,14,24,2025-11-30,2025-12-04,6,4,NONE,Client-facing deliverable,DevOps/Cloud,Kubernetes; Linux
T012765,E00494,P00583,Write regression test suite,Documentation,Low,High,Done,1,7,7,100,2026-03-23,2026-04-02,2,2,T009620,Performance critical,DevOps/Cloud,Automation Testing
T012766,E00230,P00561,Track milestone risks,Feature Development,Medium,Medium,In Review,4,48,67,85,2024-05-19,2024-05-27,18,0,T002326,Performance critical,Backend,SQL
T012767,E00301,P00378,Migrate user mailboxes,Bug Fix,High,Medium,In Progress,9,81,88,34,2025-04-15,2025-05-07,14,2,NONE,High visibility,Quality/Security,Cybersecurity
T012768,E00207,P00248,Prepare endpoint compliance report,Analysis,Medium,Medium,In Progress,4,44,57,65,2026-01-28,2026-01-30,1,0,T011798,High visibility,Data/AI,Cybersecurity; Linux
T012769,E00341,P00313,Audit admin access requests,Feature Development,High,High,In Progress,13,91,110,19,2025-07-25,2025-07-27,1,2,NONE,Requires approval,Backend,SQL
T012770,E00019,P00079,Analyze user feedback trends,Research,Low,Medium,In Review,2,18,14,87,2023-11-14,2023-11-28,6,0,NONE,High visibility,Data/AI,Data Analysis
T012771,E00199,P00203,Refine mobile navigation flow,Deployment,Medium,Medium,In Progress,4,48,45,46,2024-11-15,2024-11-22,10,2,T003940,Support handoff required,DevOps/Cloud,UI/UX Design; JavaScript
T012772,E00021,P00104,Tune recommendation algorithm,Analysis,Low,Medium,In Review,3,36,36,84,2023-08-07,2023-08-13,1,3,T002075,Performance critical,Data/AI,Data Science
T012773,E00251,P00232,Prepare endpoint compliance report,Design,High,High,Blocked,10,70,50,70,2023-09-08,2023-09-24,2,2,NONE,Needs stakeholder sign-off,DevOps/Cloud,Azure
T012774,E00183,P00592,Coordinate cutover plan,Feature Development,Medium,Medium,To Do,6,54,64,0,2024-10-02,2024-10-08,1,2,NONE,Support handoff required,Backend,Git
T012775,E00025,P00548,Harden Kubernetes ingress,Design,Low,Low,To Do,2,12,13,0,2023-07-07,2023-07-13,1,0,NONE,Cross-team dependency,DevOps/Cloud,Azure; Linux
T012776,E00153,P00433,Model conversion funnel metrics,Design,Medium,Medium,In Progress,7,28,9,71,2024-12-11,2024-12-26,7,4,NONE,Internal improvement,Backend,Azure; Python
T012777,E00250,P00673,Provision staging cluster,Documentation,Medium,Medium,Blocked,3,24,9,41,2024-02-16,2024-02-27,1,5,T001122,Requires approval,DevOps/Cloud,Cybersecurity
T012778,E00124,P00613,Review IAM policy changes,Deployment,Low,Medium,To Do,1,12,6,0,2026-03-30,2026-04-01,1,3,NONE,High visibility,DevOps/Cloud,AWS
T012779,E00246,P00608,Refine mobile navigation flow,Research,Low,High,In Progress,3,18,18,71,2025-05-09,2025-05-15,2,4,NONE,Support handoff required,Data/AI,JavaScript; Git
T012780,E00196,P00155,Prepare endpoint compliance report,Analysis,High,High,In Progress,13,143,150,54,2023-08-29,2023-09-19,11,2,NONE,Client-facing deliverable,Data/AI,Git
T012781,E00318,P00127,Patch vulnerable dependency,Design,Medium,Critical,Done,3,15,15,100,2025-10-17,2025-10-27,4,1,NONE,Performance critical,DevOps/Cloud,AWS; Linux; Cybersecurity
T012782,E00341,P00892,Track milestone risks,Research,Low,High,In Review,2,16,12,76,2025-06-21,2025-06-27,3,5,T003773,Security-sensitive,Data/AI,Linux
T012783,E00032,P00137,Validate feature pipeline,Design,Low,High,Done,2,14,16,100,2025-06-09,2025-06-16,3,5,NONE,Performance critical,Backend,Git; Python; Deep Learning
T012784,E00261,P00253,Prepare model monitoring dashboard,Analysis,Low,Medium,Blocked,1,7,6,25,2024-09-27,2024-10-09,1,2,NONE,Performance critical,Data/AI,Machine Learning
T012785,E00250,P00729,Audit admin access requests,Feature Development,Low,High,In Review,2,10,7,79,2023-08-04,2023-08-16,11,3,NONE,Security-sensitive,Backend,SQL
T012786,E00110,P00510,Audit admin access requests,Testing,Medium,Medium,In Review,4,32,21,75,2026-03-12,2026-03-20,1,3,NONE,High visibility,Quality/Security,Cybersecurity
T012787,E00127,P00856,Refactor billing service,Analysis,Medium,Critical,In Review,4,44,43,92,2025-12-13,2025-12-22,1,5,NONE,Support handoff required,Data/AI,Git; Django; Flask
T012788,E00347,P00013,Write regression test suite,User Story,High,Medium,In Progress,13,104,144,18,2023-05-30,2023-06-14,2,4,T009768,Needs stakeholder sign-off,Backend,Java
T012789,E00435,P00681,Execute performance test plan,Documentation,High,Medium,In Progress,9,99,136,80,2026-01-04,2026-01-18,2,4,T008460,Internal improvement,Backend,Java
